owner,name,fullName,numberOfStars,location,country,languages,language,totalNumberOfCommits,ownerURL,languagesURL,contributorsURL
damonkohler,sl4a,damonkohler/sl4a,1704,"Munich, Germany",de,"C,Perl,Python,HTML,Java,Shell,Objective-C,XS,Makefile,Assembly,Perl 6,C++,Emacs Lisp,DIGITAL Command Language,OpenEdge ABL,Lua,Prolog,Groff,Bison,Ruby,Batchfile,JavaScript,XSLT,Inno Setup,R,CSS,Vim script,eC,Tcl,Pascal,TeX,Visual Basic,DTrace",C,1347,https://api.github.com/users/damonkohler,https://api.github.com/repos/damonkohler/sl4a/languages,https://api.github.com/repos/damonkohler/sl4a/contributors
dennisreimann,ioctocat,dennisreimann/ioctocat,1695,"Bremen, Germany",de,Ruby,Ruby,1770,https://api.github.com/users/dennisreimann,https://api.github.com/repos/dennisreimann/ioctocat/languages,https://api.github.com/repos/dennisreimann/ioctocat/contributors
erikdoe,ocmock,erikdoe/ocmock,1692,"Hamburg, Germany",de,"Objective-C,Ruby,Makefile",Objective-C,843,https://api.github.com/users/erikdoe,https://api.github.com/repos/erikdoe/ocmock/languages,https://api.github.com/repos/erikdoe/ocmock/contributors
checkly,puppeteer-recorder,checkly/puppeteer-recorder,1692,Berlin,de,"JavaScript,Vue,CSS,HTML",JavaScript,58,https://api.github.com/users/checkly,https://api.github.com/repos/checkly/puppeteer-recorder/languages,https://api.github.com/repos/checkly/puppeteer-recorder/contributors
kabukky,journey,kabukky/journey,1685,"Hamburg, Germany",de,"Go,HTML,JavaScript,Smarty,CSS",Go,295,https://api.github.com/users/kabukky,https://api.github.com/repos/kabukky/journey/languages,https://api.github.com/repos/kabukky/journey/contributors
sharkdp,hyperfine,sharkdp/hyperfine,1677,"Stuttgart, Germany",de,"Rust,Shell",Rust,246,https://api.github.com/users/sharkdp,https://api.github.com/repos/sharkdp/hyperfine/languages,https://api.github.com/repos/sharkdp/hyperfine/contributors
arcadefire,nice-spinner,arcadefire/nice-spinner,1666,Germany,de,Java,Java,80,https://api.github.com/users/arcadefire,https://api.github.com/repos/arcadefire/nice-spinner/languages,https://api.github.com/repos/arcadefire/nice-spinner/contributors
x2on,OpenSSL-for-iPhone,x2on/OpenSSL-for-iPhone,1664,"Burghausen, Germany",de,"Shell,Objective-C,Perl,Swift",Shell,359,https://api.github.com/users/x2on,https://api.github.com/repos/x2on/OpenSSL-for-iPhone/languages,https://api.github.com/repos/x2on/OpenSSL-for-iPhone/contributors
malte-wessel,react-custom-scrollbars,malte-wessel/react-custom-scrollbars,1659,DÌ_sseldorf,de,JavaScript,JavaScript,366,https://api.github.com/users/malte-wessel,https://api.github.com/repos/malte-wessel/react-custom-scrollbars/languages,https://api.github.com/repos/malte-wessel/react-custom-scrollbars/contributors
mastermoo,react-native-action-button,mastermoo/react-native-action-button,1657,"Berlin, Germany",de,"JavaScript,Objective-C,Python,Java",JavaScript,320,https://api.github.com/users/mastermoo,https://api.github.com/repos/mastermoo/react-native-action-button/languages,https://api.github.com/repos/mastermoo/react-native-action-button/contributors
